name,ID,SMILES,InChI,Caco-2Papp?(¡Á 10?6?cm/s),LogPapp
,CHEMBL2013173,CC[C@@H]1C[C@]1(NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@H](NC(=O)O[C@@H]3C[C@@H]4[C@H](C3)C4(F)F)C(C)(C)C)Oc5cc(nc6c(Cl)c(OC)ccc56)c7csc(NC(C)C)n7)C(=O)O,UUWFTJGLQJXXED-AAIHVULCSA-N,6.8,0.832508913
,CHEMBL2181239,Clc1ccc(Cl)c(Oc2ccncc2C(=O)N3CCN(C4CC4)c5ccccc35)c1,GVSOSQXVSIDDOZ-UHFFFAOYSA-N,6.75,0.829303773
,CHEMBL391127,Cn1ncc(NCc2ccncc2)c1C(=O)Nc3ccc(Cl)c(Cl)c3,SQWAVDLFFUTGHT-UHFFFAOYSA-N,6.733333333,0.828230115
,CHEMBL1796298,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncn5)cc3,YNSKBMXZDCLQIV-MHZLTWQESA-N,6.7,0.826074803
,CHEMBL3260842,COc1cccc(c1F)c2cccc(c2)[C@]3(N=C(N)N4CC(F)(F)CN=C34)c5ccncc5,RECVUKARQVUVBY-XMMPIXPASA-N,6.7,0.826074803
,CHEMBL1957471,COc1cccc(c1F)c2cccc(c2)[C@@]3(N=C(N)N4CC(F)(F)CN=C34)c5ccncc5,RECVUKARQVUVBY-DEOSSOPVSA-N,6.7,0.826074803
,CHEMBL2418943,COc1cc(cnc1N)c2ccc3nc(NC(=O)C)sc3c2,FFIJKEOXPCFSSY-UHFFFAOYSA-N,6.7,0.826074803
,CHEMBL3145251,CC1=C(C(=O)N(N1)c2nc3ccccc3s2)c4ccccc4,GEJOROXXJFSGRX-UHFFFAOYSA-N,6.7,0.826074803
,CHEMBL2013177,CC[C@@H]1C[C@]1(NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@H](NC(=O)OC3C[C@@H]4C[C@@H]4C3)C(C)(C)C)Oc5cc(nc6c(Cl)c(OCCN7CCCCC7)ccc56)c8csc(NC(C)C)n8)C(=O)O,AIFHBDWNIYJUOX-HXQYTLEISA-N,6.7,0.826074803
,CHEMBL3401344,CC(C)[C@]1(C)CC(=O)N(Cc2cc(F)cc(c2)N3C[C@H](CC3=O)c4ccccc4)C(=N)N1,HVNPDEJERIVIHY-DFBJGRDBSA-N,6.7,0.826074803
,CHEMBL255052,CN(C)Cc1cnccc1c2ccc(c(F)c2)c3ccc4c(nn(c5ccc6onc(N)c6c5)c4c3F)C(=O)N,MAQKQDYMLDYTKU-UHFFFAOYSA-N,6.69,0.825426118
,CHEMBL2036482,CC(C)[C@@H](c1oc2ccccc2n1)n3cc(\C=C\C(=O)NO)nn3,IOAXCKZMCHPECI-KIUWMYQTSA-N,6.61,0.820201459
,CHEMBL1957476,NC1=NC(C2=NCC(F)(F)CN12)(c3ccc(OC(F)F)cc3)c4cccc(c4)c5cccnc5F,BIXBSTCQPHUSBY-UHFFFAOYSA-N,6.6,0.819543936
,CHEMBL3120777,COc1ccc2c(O[C@@H]3C[C@@H]4N(C3)C(=O)[C@H](CCCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)NC(=O)c7ccc(C)s7)cc(OC(C)C)nc2c1C,JVKSYIZNZLUQFW-KKTZSSCTSA-N,6.6,0.819543936
,CHEMBL3145278,COc1ccc(NC(=O)C2=C(C)NN(C2=O)c3ccccn3)cc1F,WWMKPXMZXYVXRM-UHFFFAOYSA-N,6.6,0.819543936
,CHEMBL2151935,CN1C(=NC(=CC1=O)N2CCOCC2)CC(=O)Nc3ccc(F)c(Cl)c3,GGNJJMKBSUZZTH-UHFFFAOYSA-N,6.6,0.819543936
,CHEMBL2397572,CC[C@H]1C[C@H](CCO1)N2C(=O)N=C(c3ccc(NC)nc3)c4oc5ncc(cc5c24)c6cnn(C)c6,XNQLEUZDIJTWDV-OALUTQOASA-N,6.6,0.819543936
,CHEMBL2013175,CC[C@@H]1C[C@]1(NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@H](NC(=O)OC3C[C@@H]4C[C@@H]4C3)C(C)(C)C)Oc5cc(nc6c(Cl)c(OCCN7CCOCC7(C)C)ccc56)c8csc(NC(C)C)n8)C(=O)O,ABMKORXXSGZYQI-RWBLRHILSA-N,6.6,0.819543936
,CHEMBL2332936,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(F)ccc4O3,DHMMQCJCZXAHQH-IBGZPJMESA-N,6.6,0.819543936
,CHEMBL205782,C1C(=Cc2ccccc12)c3cccnc3,NNEAKBWZBQOQDH-UHFFFAOYSA-N,6.6,0.819543936
,CHEMBL199329,COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(cc4)n5ccnc5)CC3)c2c1,VAEZCFWPDODBFF-UHFFFAOYSA-N,6.56,0.816903839
,CHEMBL3354667,COc1cccc(c1)N2CCN(CC2)C(=O)\C=C\c3noc(c4cc(Cl)c(O)cc4O)c3c5ccc(O)cc5,YPRFHQADDZVCKY-MDZDMXLPSA-N,6.54,0.815577748
,CHEMBL3793506,CN1C(=O)N=C(OCc2ccc(Oc3ccc(Cl)c(c3)C(F)(F)F)c(c2)C#N)C=C1N4CCOCC4,PMEUVHXCUQCPNX-UHFFFAOYSA-N,6.54,0.815577748
,CHEMBL380132,O=S(=O)(Nc1ccc2c(c[nH]c2c1)c3ccncc3)c4ccccc4,KLBVGFXEGSFHOZ-UHFFFAOYSA-N,6.5,0.812913357
,CHEMBL380639,O=C(NOCc1ccccc1)Nc2ccc3c(c[nH]c3c2)c4ccncc4,AEXHDVQUMQTOMN-UHFFFAOYSA-N,6.5,0.812913357
,CHEMBL243496,O=C(NCC1CCN(CC2CCOCC2)CC1)[C@@H](Cc3ccccc3)NC(=O)C4(CCCC4)NC(=O)c5cc6ccccc6s5,WSOXGASXRKLXAB-SSEXGKCCSA-N,6.5,0.812913357
,CHEMBL1779938,COc1ccc(CN2C(=O)C(O)(c3ccc4OCOc4c3)c5ccccc25)cc1,SOZRMAQKNZDHCN-UHFFFAOYSA-N,6.5,0.812913357
,CHEMBL2181786,Cn1c(c2ccccn2)c(C3CCCC3)c4ccc(cc14)C(=O)NC(C)(C)C(=O)Nc5ccc(\C=C\C(=O)O)cc5,KBQRHEVOBYQPPE-QGOAFFKASA-N,6.5,0.812913357
,CHEMBL3799831,CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc23)c4OC(=CC(=O)c4c1)N5CCOCC5,ZCBWPTBPKMKOLE-UHFFFAOYSA-N,6.5,0.812913357
,CHEMBL601030,CCN1CCN(CC1)C(=O)Cn2c(c3cocc3)c(C4CCCCC4)c5ccc(cc25)C(=O)O,RUNGOSGEIDQARZ-UHFFFAOYSA-N,6.5,0.812913357
,CHEMBL2391799,Cc1ccc(C(=O)N2CC[C@H](O)C2)c(OC[C@@H](O)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4)c1,ZABJYWYLRODREW-VXKWHMMOSA-N,6.5,0.812913357
,CHEMBL2086522,C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)C3CC3,PSZSXLJBEDTGAZ-UHFFFAOYSA-N,6.5,0.812913357
,CHEMBL3408247,C[C@@H](Nc1ccc(F)c(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C,UHDLRSYRMVRGIY-CQSZACIVSA-N,6.5,0.812913357
,CHEMBL2147088,[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(nc3)N4CCOCC4,ANRBDYBMLVFLGV-UHFFFAOYSA-N,6.473,0.811105607
,CHEMBL445706,CC(C)[C@H](N)C(=O)O[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H](C[C@H](O)CN3CCN(Cc4cccnc4)C[C@H]3C(=O)NC(C)(C)C)Cc5ccccc5.OC(=O)C(F)(F)F,YLQSVIATWQZJRI-KIXORSRESA-N,6.44,0.808885867
,CHEMBL153843,FC(F)(F)c1cccc(NC(=O)c2ccccc2NCc3ccncc3)c1,BLAFVGLBBOPRLP-UHFFFAOYSA-N,6.433333333,0.808436054
,CHEMBL2323806,Fc1cc2C(=O)C(=CN(C3CC3)c2cc1N4CCNCC4)C(=O)OCc5ccccc5,FLMPSPXTLSUCGY-UHFFFAOYSA-N,6.42,0.807535028
,CHEMBL392934,FC(F)(F)c1ccc(NC(=O)c2ccnn2CCc3ccncc3)cc1,ZAMPINLTBPKGEY-UHFFFAOYSA-N,6.416666667,0.807309479
,CHEMBL3222241,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(CN5CC[C@H](O)C5=O)cc4Cl,GIMSFPMDZZBLFX-IBGZPJMESA-N,6.4,0.806179974
,CHEMBL3127117,NC1=NC(=C(Cl)C(=O)N1)c2ccc(OCC3CCOC3)c(OC(F)(F)F)c2,AUDBGOIKEKOXPO-UHFFFAOYSA-N,6.4,0.806179974
,CHEMBL507806,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)Cc2nccs2)c3cccs3,JOHKRZVJVWMMNT-LRDDRELGSA-N,6.4,0.806179974
,CHEMBL207987,NC(=O)c1nc(oc1N)c2ccccc2,UPWLRKVVLBSIPK-UHFFFAOYSA-N,6.4,0.806179974
,CHEMBL246284,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc23)c1,UEJUKJJOSDYORR-QHCPKHFHSA-N,6.4,0.806179974
,CHEMBL395972,FC(F)(F)c1ccc2cc(sc2c1)C(=O)NC3(CCCC3)C(=O)N[C@H](Cc4ccccc4)C(=O)NCC5CCN(CC6CCOCC6)CC5,APGKRIOUNGEFML-SSEXGKCCSA-N,6.4,0.806179974
,CHEMBL2397583,CNc1ccc(cn1)C2=NC(=O)N(CCC3CCCCO3)c4c2oc5ncc(cc45)c6cnn(C)c6,MVKIBLGTARYSKO-UHFFFAOYSA-N,6.4,0.806179974
,CHEMBL257602,CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,NYOJDMQJBPXCHG-GXTWGEPZSA-N,6.4,0.806179974
,CHEMBL2376327,CCC1(C)NC(=O)c2cc(ccc2NC1=O)S(=O)(=O)Nc3ccccc3Cl,NFKXWXGBYYQURZ-UHFFFAOYSA-N,6.4,0.806179974
,CHEMBL3410450,Cc1cn2nc(cc2nc1N3CC[C@H](N)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C,GOFXWTVKPWJNGD-UWJYYQICSA-N,6.4,0.806179974
,CHEMBL2024587,Cc1ccc(nc1)C(CC(=O)N2CCC(CC2)N3Cc4ccccc4NC3=O)Cc5cc(C)c6[nH]ncc6c5,BFYVDPGLTOOFNJ-UHFFFAOYSA-N,6.4,0.806179974
,CHEMBL3403848,C[C@H](CO)Nc1cc(NS(=O)(=O)N(C)C)nc(SCc2cccc(Cl)c2F)n1,DLXZKQCNTIPINT-SNVBAGLBSA-N,6.4,0.806179974
,CHEMBL2334631,Clc1ccccc1Oc2ccc(cc2)c3nc4cc(ccc4[nH]3)C(=O)NCc5nccs5,ONAJXVCYMGATIT-UHFFFAOYSA-N,6.36,0.803457116
,CHEMBL3775894,Clc1cc(Cl)cc(c1)C2CCN(CCc3cnn(c3)c4nccc5C(=O)NC=Nc45)CC2,RLRGPZGIQMEBLC-UHFFFAOYSA-N,6.34,0.802089258
,CHEMBL1643368,Nc1nccc2cc(O[C@H]3CCCNC3)ccc12,YHTZIHUTLKKYNH-LBPRGKRZSA-N,6.3,0.799340549
,CHEMBL75286,COc1cccc2c(CCCN3CCN(CC3)C4CCCCC4)cccc12,OAXSBEWCGPXYFN-UHFFFAOYSA-N,6.3,0.799340549
,CHEMBL2332734,CN(C)C(=O)COC(=O)[C@H](Cc1ccc(cc1)C2=C(C=C(C)N(C)C2=O)C(F)(F)F)NC(=O)c3c(Cl)cccc3Cl,IEOODTLIZBRSOS-NRFANRHFSA-N,6.3,0.799340549
,CHEMBL232418,Clc1ccc(cc1)C(C(=O)NC2CCN(CC2)C(=O)CCc3cccnc3)c4ccc(Cl)cc4,MOAKSXYTYAKBNI-UHFFFAOYSA-N,6.3,0.799340549
,CHEMBL3120770,CCOc1cc(O[C@@H]2C[C@@H]3N(C2)C(=O)[C@H](CCCCC\C=C/[C@@H]4C[C@]4(NC3=O)C(=O)NS(=O)(=O)C5CC5)NC(=O)OC(C)(C)C)c6ccc(OC)c(C)c6n1,YIGLMNQRVNZRQM-AXOKOONASA-N,6.3,0.799340549
,CHEMBL238678,CCc1nc(N)nc(N)c1c2ccc3OC(C)(C(=O)N(CCO)c3c2)c4cc(F)cc(F)c4,CAJZACFJOXOVAH-UHFFFAOYSA-N,6.3,0.799340549
,CHEMBL391529,CC(C)S(=O)(=O)CCCn1c(CN2C(=O)N(C3CC3)c4ccncc24)nc5ccccc15,VOOAIBZUULKXNV-UHFFFAOYSA-N,6.3,0.799340549
,CHEMBL436854,C[C@@H](NC(=O)C1(CC1)NC(=O)C(F)(F)F)c2ccc(cc2F)c3cc(Cl)cc(Cl)c3OCC(F)(F)F,HQBKNOVBQHARIK-SNVBAGLBSA-N,6.3,0.799340549
,CHEMBL401041,Cn1ncc(NCc2ccncc2)c1C(=O)Nc3ccc(cc3)C(C)(C)C,YBLAYGHYSZAEPB-UHFFFAOYSA-N,6.25,0.795880017
,CHEMBL1939108,Cc1ccc(NS(=O)(=O)c2cc3CCC(=O)Nc3cc2F)cc1Cl,HYOLJEHGMOJMNR-UHFFFAOYSA-N,6.22,0.793790385
,CHEMBL3287853,O=C1NOC(=C1)[C@H]2CCN[C@@H](CC3CCCCC3)C2,RFXLXOCXGKCDLJ-STQMWFEESA-N,6.2,0.792391689
,CHEMBL2017684,NC(=O)CN1CCN(Cc2onc(n2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1,AKWUNZFZIXEOPV-UHFFFAOYSA-N,6.2,0.792391689
,CHEMBL425523,COc1cccc(N2C(=O)N(C[C@H](N)c3ccccc3)C(=O)N(Cc4ccccc4OC(F)(F)F)C2=O)c1F,LJJACIKIUOHOLD-SFHVURJKSA-N,6.2,0.792391689
,CHEMBL513954,COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CC5)C6=NCCO6,FNINVVDHYNCCAY-UHFFFAOYSA-N,6.2,0.792391689
,CHEMBL3819554,CCN([C@H]1CN(N=C1c2ccc(Cl)c(Cl)c2)\C(=N/C#N)\Nc3cccc(OC)c3)C(=O)CO,RSRIZCHLFZZEQL-IBGZPJMESA-N,6.2,0.792391689
,CHEMBL3311184,CCCNc1cc(NC(=O)c2ccccc2)cc(c1)C(F)(F)F,CSKJIIXTWHNKSV-UHFFFAOYSA-N,6.2,0.792391689
,CHEMBL3622957,Cc1nn(cc1CN2CC[C@@H](O)C2)c3ccnc(Nc4ccc5c(c4)c(Cl)c(C)n5C)n3,UTJDBKKZHLMLTN-GOSISDBHSA-N,6.2,0.792391689
,CHEMBL3622958,Cc1nn(cc1CN2CC(O)C2)c3ccnc(Nc4ccc5c(c4)c(C)c(C)n5C)n3,WVDKJJLIGILVRJ-UHFFFAOYSA-N,6.2,0.792391689
,CHEMBL380405,Cc1nn(c2ccc3onc(N)c3c2)c4C(=O)N(CCc14)c5ccc(cc5)c6ccccc6CN7CC[C@@H](O)C7,BGSMHNHLTFKRFT-XMMPIXPASA-N,6.2,0.792391689
,CHEMBL132495,Cc1nc(Cl)ncc1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F,VORNGVYSIPQDMN-UHFFFAOYSA-N,6.2,0.792391689
,CHEMBL238522,CC(C)c1ccc(NC(=O)c2c(NCc3ccncc3)ncn2C)cc1,CEDYKRBCAXLBBQ-UHFFFAOYSA-N,6.2,0.792391689
,CHEMBL3786001,CC(C)(C)[C@@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3,FOJSMHCLCUUJRJ-CVEARBPZSA-N,6.2,0.792391689
,CHEMBL3663254,C[C@H]1Cn2c(nnc2c3cccnc3)C(=O)N1Cc4cccc(c4Cl)C(F)(F)F,KRUNLDBOHJWLOR-NSHDSACASA-N,6.2,0.792391689
,CHEMBL3741716,C[C@H]1Cn2c(CN1C(=O)c3cccc(c3)C(F)(F)C4=NNC(=O)c5ccccc45)nnc2C(C)(C)C,XPOZGODXWKHLKI-HNNXBMFYSA-N,6.2,0.792391689
,CHEMBL205502,FC(F)(Cl)Oc1ccc(Nc2oc(nn2)c3cccnc3CCc4ccncc4)cc1,BJGRIFQHDVCHMB-UHFFFAOYSA-N,6.15,0.788875116
,CHEMBL238735,Cn1cnc(NCc2ccncc2)c1C(=O)Nc3ccc(Cl)c(c3)C(F)(F)F,MANDXCXRMDOQBT-UHFFFAOYSA-N,6.15,0.788875116
,CHEMBL349286,OC(=O)c1cccc(Cc2ncccn2)c1,CZXRPFHLIMKLEM-UHFFFAOYSA-N,6.1,0.785329835
,CHEMBL337656,FC(F)(F)c1cc(NC(=O)c2cnc(Cl)nc2)cc(c1)C(F)(F)F,HYVDSMGJEYQZQA-UHFFFAOYSA-N,6.1,0.785329835
,CHEMBL78897,COc1ccc(CN2C=CC(=C(NC(=O)C(Cc3ccc(cc3)C(C)(C)C(=O)O)NC(=O)C(C)(C)c4cccc5ccccc45)C2=O)C)cc1,CYMQEBFIUQXEOJ-UHFFFAOYSA-N,6.1,0.785329835
,CHEMBL3221579,CNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(cc1)C#Cc2cccnc2)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc3ccccc3)C(C)(C)C,ZCXJMFZAKZFEGA-YFVDURBRSA-N,6.1,0.785329835
,CHEMBL385980,CN(C)Cc1ccccc1c2ccc(cc2)N3C(=Nc4c(C)nn(c5ccc6onc(N)c6c5)c4C3=O)C.OC(=O)C(F)(F)F,WSSSHJNEFDXGOA-UHFFFAOYSA-N,6.1,0.785329835
,CHEMBL3145259,CC1=C(C(=O)Nc2ccc(C)cc2)C(=O)N(N1)c3ccccn3,WIVTVSXCZHWHGU-UHFFFAOYSA-N,6.1,0.785329835
,CHEMBL2013176,CC[C@@H]1C[C@]1(NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@H](NC(=O)OC3C[C@@H]4C[C@@H]4C3)C(C)(C)C)Oc5cc(nc6c(Cl)c(OCCN7CC[C@H](C7)OC)ccc56)c8csc(NC(C)C)n8)C(=O)O,LKQQCYBLLMWOGG-AGLNMYGJSA-N,6.1,0.785329835
,CHEMBL1719232,CC(C)Oc1cccc(c1)c2cnc(s2)N3CCC(CC3)C(=O)N,IMZSWXAOQBTCCW-UHFFFAOYSA-N,6.1,0.785329835
,CHEMBL1951432,CC(=CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N=CN(Cc4nccc5ccccc45)C(=O)c13)C,VXTXSTJYACXQSO-FQEVSTJZSA-N,6.1,0.785329835
,CHEMBL247486,CC1=CC(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@@H](CC4)C(C)(C)O)[C@@H](O)[C@H](O)[C@H]3O)cc2O1,OUBDJJFZUQGQLU-ZHFYLPRNSA-N,6.07,0.783188691
,CHEMBL389525,O=C(NCCCN1CCOCC1)[C@@H](Cc2ccccc2)NC(=O)C3(CCCC3)NC(=O)c4oc5ccccc5c4,WUPBILRCQRTNRF-RUZDIDTESA-N,6,0.77815125
,CHEMBL3358421,CS(=O)(=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2,JINCVNAITAJQCM-INIZCTEOSA-N,6,0.77815125
,CHEMBL1171131,COc1ccc2c(O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(C)CCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)nc(nc2c1)c7nc(cs7)C(C)C,LUGVWEMAYDWBEZ-YSRQNOHTSA-N,6,0.77815125
,CHEMBL3298322,COc1cc2ccnc(Oc3ccc(F)cc3)c2cc1OC,AHHGHXFTQVZBPO-UHFFFAOYSA-N,6,0.77815125
,CHEMBL1649926,COC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CCN(Cc34)C(=O)C)c5cccc(F)c5,RAROXORHFWXNDX-KEZOAJOQSA-N,6,0.77815125
,CHEMBL2031465,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)NC5CC5,ZMAZXHICVRYLQN-UHFFFAOYSA-N,6,0.77815125
,CHEMBL1778587,Cn1c(c2cocc2)c(C3CCCCC3)c4ccc(cc14)C(=O)NC(C)(C)C(=O)Nc5ccc(\C=C\C(=O)O)cc5,LCPOJFADYAPLKQ-LFIBNONCSA-N,6,0.77815125
,CHEMBL2419499,CCOC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)c3ccc(Cl)s3,YVEPQWPFZNTAAE-UHFFFAOYSA-N,6,0.77815125
,CHEMBL3393498,CCOC(=O)c1[nH]cc2[C@@H](C3=C(CCCC3=O)Nc12)c4cccc(Oc5nc6ccccc6[nH]5)c4,YXMQIWJYPNBZJS-QFIPXVFZSA-N,6,0.77815125
,CHEMBL1928269,CCCCOc1ncc(cc1C2=Nc3c(CC)n(nc3C(=O)N2)C4CN(C)C4)S(=O)(=O)N5CCN(CC)CC5,COVMDAYFLBAMRZ-UHFFFAOYSA-N,6,0.77815125
,CHEMBL2349339,CCC[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,LYZBESBXJHUNLT-GFCCVEGCSA-N,6,0.77815125
,CHEMBL212526,CCC[C@H](CC1(CCCC1)C(=O)NC2(CO)Cc3ccccc3C2)C(=O)O,WRLJDWUKTUNXCU-GOSISDBHSA-N,6,0.77815125
,CHEMBL3401388,CCC(CC)CC1(O)CCN(CC1)C(=O)Nc2cc(Oc3ccncc3)cc(Oc4ccc(F)cc4)c2,BGDQNJZBOQYYEC-UHFFFAOYSA-N,6,0.77815125
,CHEMBL1704625,Cc1cc(C)n2ncc(C(=O)Nc3ccc(cc3)C#C)c2n1,HVZPJBKUFRREQC-UHFFFAOYSA-N,6,0.77815125
,CHEMBL3134106,CC1(C)NC(=O)c2cc(ccc2NC1=O)S(=O)(=O)Nc3ccc(cc3)C(F)(F)F,OBMARJCENXFSJY-UHFFFAOYSA-N,6,0.77815125
,CHEMBL2087324,CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CC(O)CNC(=O)C,XNXGFQKHBSEETN-CWNQJQRUSA-N,6,0.77815125
,CHEMBL214198,CC(C)c1nnc2ccc(cn12)c3c[nH]nc3c4cc(F)ccc4F,XQFBFBBFUGBKRH-UHFFFAOYSA-N,6,0.77815125
,CHEMBL2401750,CC(C)c1nc2c(cccc2[nH]1)C(=O)NCC3CCN(CC4CCN(CC4)C(=O)C)CC3,LPYIFDLQYWSXGD-UHFFFAOYSA-N,6,0.77815125
,CHEMBL195433,CC(=O)c1sc(NC(=O)N[C@@H]2CCCC[C@H]2CN3CCC[C@@H](Cc4ccc(F)cc4)C3)nc1C,NDZYPHLNJZSQJY-QNWVGRARSA-N,6,0.77815125
,CHEMBL3355475,C[C@@H]1COCCN1c2nc(cc3c2ncn3C)c4cncc5[nH]ccc45,VTCHWSGDIXAKIE-GFCCVEGCSA-N,6,0.77815125
,CHEMBL401181,C[C@@]1(N)Cc2cccc(CC[C@@H](NC(=O)c3cc(COC1=O)cc(c3)c4ccccc4C#N)c5ccc(F)cc5)c2F,FSUITZHTFWCAJP-KAODMTDESA-N,6,0.77815125
,CHEMBL399425,C[C@@]1(N)Cc2ccc(F)c(CC[C@@H](NC(=O)c3cc(COC1=O)cc(c3)c4cccc(F)c4C#N)c5ccc(F)cc5)c2,BXHPSYQIHJUXBU-QIKUIUABSA-N,6,0.77815125
,CHEMBL560535,C(N(C1CCNCC1)c2ccc3[nH]ccc3c2)c4ccccc4,KSQOUNJPKDJKKL-UHFFFAOYSA-N,6,0.77815125
,CHEMBL2043437,CN1CC[C@H](C[C@@H]1c2nc3ccccc3[nH]2)NC(=O)Nc4ccc(cc4)C#N,SFNSLLSYNZWZQG-VQIMIIECSA-N,5.98,0.776701184
,CHEMBL3425624,CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,WINHJGSRODWHJI-VVKYJGRVSA-N,5.95,0.774516966
,CHEMBL394204,Cc1ccc(NC(=O)c2c(NCc3ccncc3)ncn2C)cc1C(F)(F)F,MRYABPQQMFYZQO-UHFFFAOYSA-N,5.933333333,0.773298748
,CHEMBL3112690,O=C(CC1=NC(=CC(=O)N1)N2CCOCC2)N3CCc4ccccc34,XLUFPHQRHPTDJA-UHFFFAOYSA-N,5.9,0.770852012
,CHEMBL563244,N[C@@H](CC(=O)N1CCC[C@H]1CNc2ccc(cn2)C#N)Cc3cc(F)c(F)cc3F,BUNAAXHJTQLZBX-CVEARBPZSA-N,5.9,0.770852012
,CHEMBL3781157,COc1ccccc1N2CCN(CC2)c3ncnc4c3cnn4c5ccccc5,JFBXEXDZHRGQKW-UHFFFAOYSA-N,5.9,0.770852012
,CHEMBL3596633,CN(C(=O)c1c(F)cccc1Cl)c2ncc(cc2OCC(F)(F)F)c3cc(ccc3Cl)C(=O)N,LQCBFNJADLRCSO-UHFFFAOYSA-N,5.9,0.770852012
,CHEMBL244364,Clc1ccc2sc(cc2c1)C(=O)NC3(CCCC3)C(=O)N[C@H](Cc4ccccc4)C(=O)NCCCN5CCOCC5,DVEZRJMAJLAJHO-RUZDIDTESA-N,5.9,0.770852012
,CHEMBL3325630,Cl.CCCC(=O)c1cnn(c1C)c2ccc(NC(=O)c3cn(CC(=O)N4CCN(C)CC4)c5cc(C)c(C)cc35)cc2,ONBHKLHUYQXFHE-UHFFFAOYSA-N,5.9,0.770852012
,CHEMBL232604,CCS(=O)(=O)CCCn1c(CN2C(=O)N(C(F)F)c3ccncc23)nc4ccccc14,KYVJJNZSKNTRLX-UHFFFAOYSA-N,5.9,0.770852012
,CHEMBL1780061,CCCCCN1C(=O)C2(COc3cc4OCOc4cc23)c5ccccc15,PHMRUZIIERITEP-UHFFFAOYSA-N,5.9,0.770852012
,CHEMBL470441,Cc1ccc(NC(=O)c2nscc2NCc3ccncc3)cc1C(F)(F)F,RSGWIQGBPJPOEK-UHFFFAOYSA-N,5.9,0.770852012
,CHEMBL1773322,ON1CCc2c(ncc3c2c(CN4CCC(F)(F)C4)cn3Cc5ccc(F)cc5)C1=O,BFADPKIBTBDHHD-UHFFFAOYSA-N,5.87,0.768638101
,CHEMBL1806807,C([Se][Se]Cc1ccccc1)c2ccccc2,HYAVEDMFTNAZQE-UHFFFAOYSA-N,5.833,0.765891976
,CHEMBL1802191,COC(=O)c1ccc(cc1)c2c(Cl)cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2Cl,PRHJCSVIPWVXNC-XMUPAAEVSA-N,5.81,0.764176132
,CHEMBL151,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,IQPNAANSBPBGFQ-UHFFFAOYSA-N,5.8,0.763427994
